folder,psnr,ssim,lpips
04_18_2024_W3_F_Bananas1_F_1,10.48631,0.28937,0.72623
04_18_2024_W3_F_Bananas2_F_1,12.92154,0.42315,0.71491
04_18_2024_W3_F_Bread_P_2,9.84711,0.26201,0.75618
04_18_2024_W3_F_Breads1_P_1,11.18837,0.24292,0.65395
04_18_2024_W3_F_Buns1_P_1,9.94101,0.2672,0.79813
04_18_2024_W3_F_CanFruits_P_3,10.30423,0.25687,0.83533
04_18_2024_W3_F_CanSoup2_P_3,10.21338,0.2819,0.8661
04_18_2024_W3_F_CanSoup_P_3,9.44782,0.24684,0.84369
04_18_2024_W3_F_Candy2_P_2,9.56142,0.24701,0.82736
04_18_2024_W3_F_Candy3_P_2,9.48763,0.23529,0.80307
04_18_2024_W3_F_Candy_P_2,9.56577,0.27574,0.82
04_18_2024_W3_F_Cans_P_2,10.03535,0.27242,0.78087
04_18_2024_W3_F_Cereal_P_2,9.83018,0.28282,0.81384
04_18_2024_W3_F_Chilli_P_3,9.91046,0.23746,0.87577
04_18_2024_W3_F_Chips2_P_2,10.09396,0.2797,0.79064
04_18_2024_W3_F_Chips3_P_2,9.48038,0.21555,0.80884
04_18_2024_W3_F_Chips_P_2,10.91284,0.2084,0.73918
04_18_2024_W3_F_Coffee_P_2,9.52685,0.24385,0.79915
04_18_2024_W3_F_Corn1_F_1,11.2427,0.22984,0.74666
04_18_2024_W3_F_Cucumbers1_F_1,11.40219,0.27704,0.71083
04_18_2024_W3_F_EnergyDrink_P_3,9.7502,0.25933,0.83753
04_18_2024_W3_F_Flour_P_2,10.56298,0.30868,0.80294
04_18_2024_W3_F_Gatorade2_P_3,9.91504,0.27282,0.85302
04_18_2024_W3_F_Gatorade_P_3,10.23149,0.25968,0.86112
04_18_2024_W3_F_Grapefruits1_F_1,12.91408,0.39267,0.72271
04_18_2024_W3_F_GreenPeppers1_F_1,11.47273,0.26349,0.71827
04_18_2024_W3_F_Greens1_V_1,11.17792,0.21308,0.70856
04_18_2024_W3_F_Honey_P_2,9.67012,0.27289,0.79577
04_18_2024_W3_F_HotSauce_P_3,9.92063,0.25707,0.84105
04_18_2024_W3_F_Juice_P_3,9.80502,0.26744,0.86032
04_18_2024_W3_F_Ketchup_P_3,9.68368,0.24828,0.85001
04_18_2024_W3_F_Lemons1_F_1,12.62022,0.30381,0.69269
04_18_2024_W3_F_Limes1_F_1,11.60053,0.28123,0.71044
04_18_2024_W3_F_Mangoes1_F_1,12.12785,0.34239,0.74826
04_18_2024_W3_F_Melons1_F_1,10.72195,0.37135,0.75468
